420 700 N 800 N 3290 834 -21505 1
421 700 N 800 N 3290 827 -21537 1
422 800 N 700 N 3760 836 -21433 1
423 1100 N 1250 N 5170 831 -21675 1
424 1000 N 1250 N 4700 829 -21663 1
425 1000 D 1100 N 5200 831 -21536 1
426 800 N 1000 N 3760 830 -21705 1
427 700 N 800 N 3290 834 -21613 1
428 600 N 700 N 2820 843 -21631 1
429 1100 D 1250 N 5720 838 -21305 0
430 1000 N 1100 N 4700 840 -21226 1
431 900 D 1000 D 4680 837 -21125 1
432 800 N 900 N 3760 831 -21332 1
433 600 N 700 N 2820 833 -21379 1
434 600 N 800 N 2820 859 -21304 1
435 1100 N 1100 N 5170 831 -21474 1
436 1000 N 1000 N 4700 842 -21523 1
437 900 D 900 D 4680 840 -21487 1
438 800 N 700 N 3760 833 -21552 1
439 700 N 600 N 3290 834 -21589 1
440 700 N 700 N 3290 831 -21449 1
441 1100 D 1100 N 5720 837 -21971 0
442 1100 N 1000 N 5170 825 -21475 1
443 900 D 800 N 4680 841 -21449 1
444 800 N 700 N 3760 831 -21549 1
445 700 N 600 N 3290 829 -21356 1
446 800 N 700 N 3760 838 -21315 1
447 1000 D 1100 N 5200 832 -21424 1
448 800 N 1000 N 3760 828 -21549 1
449 700 D 900 N 3640 833 -21427 1
450 600 N 800 N 2820 831 -21491 1
451 1000 D 1250 D 5200 818 -22774 1
452 1000 N 1100 N 4700 820 -20472 1
453 1000 D 1000 D 5200 826 -23049 1
454 1000 N 1100 N 4700 823 -20566 1
455 1100 D 1250 D 5720 820 -20156 0
456 1100 N 1100 N 5170 829 -23009 1
457 1100 D 1250 D 5720 819 -20356 0
458 1000 N 1100 N 4700 829 -20341 1
459 1000 D 1100 D 5200 820 -22907 1
460 1000 N 1100 N 4700 823 -20413 1
461 900 D 1000 D 4680 827 -20628 1
462 900 N 1000 N 4230 818 -20599 1
463 900 D 1000 D 4680 819 -20576 1
464 1100 N 1250 D 5170 830 -22886 1
465 1100 D 1250 D 5720 817 -20364 0
466 1100 N 1250 D 5170 821 -22848 1
467 1000 D 1250 D 5200 820 -22493 1
468 1100 N 1100 N 5170 824 -22734 1
505 700 F 800 F 3640 828 -21711 1
506 800 F 900 F 4160 828 -21580 1
507 1100 F 1250 F 5720 826 -22127 0
508 1000 F 1100 F 5200 0 -22114 0
509 800 F 900 F 4160 832 -22150 1
510 700 F 800 F 3640 829 -21977 1
511 600 F 700 F 3120 825 -22117 1
512 600 F 700 F 3120 837 -22049 1
513 1250 F 1250 F 6500 837 -21967 0
514 1000 F 1100 F 5200 839 -19454 0
515 900 F 1000 F 4680 831 -22000 1
516 700 F 800 F 3640 835 -21822 1
517 600 F 700 F 3120 837 -21956 1
518 600 F 600 F 3120 842 -21791 1
519 1250 F 1250 F 6500 837 -22098 0
520 1000 F 1100 F 5200 831 -21937 0
521 900 F 1000 F 4680 834 -22048 1
522 700 F 800 F 3640 836 -21854 1
523 700 F 700 F 3640 836 -22026 1
524 700 F 800 F 3640 832 -21973 1
525 1000 F 1000 F 5200 840 -22117 0
526 800 F 900 F 4160 837 -22112 1
527 700 F 800 F 3640 837 -22153 1
528 600 F 600 F 3120 854 -22025 1
529 600 F 600 F 3120 829 -22117 1
530 700 F 700 F 3640 833 -22096 1
531 1250 F 1250 F 6500 837 -21820 0
532 1100 F 1250 F 5720 838 -21825 0
533 1000 F 1100 F 5200 835 -21905 0
534 900 F 900 F 4680 835 -22062 1
535 800 F 800 F 4160 848 -21860 1
536 700 F 800 F 3640 834 -21962 1
537 1000 F 1100 F 5200 832 -21689 0
538 900 F 1000 F 4680 845 -21859 1
539 800 F 900 F 4160 839 -21859 1
540 700 F 700 F 3640 842 -21503 1
